lump_size,800,1200,1600,2000,2400,2800,3200
100,1,1,1,1,1.1,1.1,1.1
150,1,1,1,1.1,1.1,1.1,1.1
200,1,1,1.1,1.1,1.1,1.2,1.2
250,1,1.1,1.1,1.2,1.2,1.2,1.2
300,1,1.1,1.1,1.2,1.2,1.2,1.3
350,1.1,1.1,1.1,1.2,1.2,1.3,1.3
400,1.1,1.1,1.2,1.2,1.3,1.3,1.4
450,1.1,1.1,1.2,1.2,1.3,1.3,1.4
